,image,class,set
2327,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238486783-20726.JPG,,test
2328,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238486989-94875.JPG,,test
2329,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238487454-94949.JPG,,test
2330,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238487493-20870.JPG,,test
2331,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238487493-20871.JPG,,test
2332,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238487787-318495.JPG,,test
2333,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238488760-169325.JPG,,test
2334,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238488881-243293.JPG,,test
2335,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238489588-21181.JPG,,test
2336,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238489960-169492.JPG,,test
2337,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238490031-243510.JPG,,test
2338,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238490350-169558.JPG,,test
2339,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238490477-318916.JPG,,test
2340,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238490677-318953.JPG,,test
2341,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238490818-21385.JPG,,test
2342,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238490818-21387.JPG,,test
2343,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238490866-243637.JPG,,test
2344,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238490866-243638.JPG,,test
2345,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238490895-169642.JPG,,test
2346,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238490987-319011.JPG,,test
2347,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238491150-169680.JPG,,test
2348,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238491249-95545.JPG,,test
2349,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238491292-319056.JPG,,test
2350,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238491460-169717.JPG,,test
2351,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238491743-21539.JPG,,test
2352,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238492210-169827.JPG,,test
2353,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238492617-319280.JPG,,test
2354,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238492619-95730.JPG,,test
2355,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238492651-243893.JPG,,test
2356,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238493030-169940.JPG,,test
2357,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238493030-169941.JPG,,test
2358,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238493106-243932.JPG,,test
2359,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238493212-319359.JPG,,test
2360,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238493224-95798.JPG,,test
2361,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238493244-95803.JPG,,test
2362,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238493314-95812.JPG,,test
2363,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238493314-95814.JPG,,test
2364,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238493373-21808.JPG,,test
2365,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238493373-21809.JPG,,test
2366,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238493710-170023.JPG,,test
2367,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238493778-21850.JPG,,test
2368,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238493788-21853.JPG,,test
2369,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238493818-21856.JPG,,test
2370,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238493854-95880.JPG,,test
2371,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238494029-95889.JPG,,test
2372,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238494124-95900.JPG,,test
2373,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238494124-95902.JPG,,test
2374,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238494185-170080.JPG,,test
2375,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238494226-244031.JPG,,test
2376,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238494278-21917.JPG,,test
2377,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238494293-21921.JPG,,test
2378,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238494450-170098.JPG,,test
2379,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238494468-21944.JPG,,test
2380,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238494777-319483.JPG,,test
2381,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238494807-319486.JPG,,test
2382,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238494812-319488.JPG,,test
2383,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238494823-21989.JPG,,test
2384,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238494823-21991.JPG,,test
2385,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238494823-21992.JPG,,test
2386,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238494840-170137.JPG,,test
2387,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238494843-21999.JPG,,test
2388,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238494866-244111.JPG,,test
2389,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238494946-244130.JPG,,test
2390,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238494946-244131.JPG,,test
2391,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238494952-319505.JPG,,test
2392,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238495031-244147.JPG,,test
2393,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238495031-244148.JPG,,test
2394,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238495031-244149.JPG,,test
2395,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238495033-22019.JPG,,test
2396,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238495033-22023.JPG,,test
2397,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238495050-170156.JPG,,test
2398,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238495080-170160.JPG,,test
2399,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238495111-244157.JPG,,test
2400,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238495139-96029.JPG,,test
2401,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238495140-170173.JPG,,test
2402,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238495198-22053.JPG,,test
2403,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238495198-22055.JPG,,test
2404,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238495274-96040.JPG,,test
2405,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238495348-22079.JPG,,test
2406,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238495401-244216.JPG,,test
2407,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238495401-244219.JPG,,test
2408,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238495428-22093.JPG,,test
2409,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238495435-170232.JPG,,test
2410,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238495537-319571.JPG,,test
2411,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238495544-96084.JPG,,test
2412,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238495563-22122.JPG,,test
2413,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238495567-319575.JPG,,test
2414,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238495567-319579.JPG,,test
2415,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238495615-170264.JPG,,test
2416,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238495695-170280.JPG,,test
2417,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238495718-22139.JPG,,test
2418,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238495720-170286.JPG,,test
2419,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238495760-170298.JPG,,test
2420,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238495760-170299.JPG,,test
2421,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238495792-319624.JPG,,test
2422,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238495856-244294.JPG,,test
2423,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238495892-319645.JPG,,test
2424,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238495900-170319.JPG,,test
2425,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238495908-22170.JPG,,test
2426,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238495999-96163.JPG,,test
2427,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238496026-244322.JPG,,test
2428,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238496065-170355.JPG,,test
2429,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238496091-244328.JPG,,test
2430,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238496091-244330.JPG,,test
2431,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238496110-170364.JPG,,test
2432,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238496116-244334.JPG,,test
2433,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238496216-244350.JPG,,test
2434,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238496220-170391.JPG,,test
2435,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238496252-319707.JPG,,test
2436,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238496343-22242.JPG,,test
2437,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238496364-96224.JPG,,test
2438,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238496380-170418.JPG,,test
2439,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238496384-96230.JPG,,test
2440,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238496400-170423.JPG,,test
2441,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238496400-170426.JPG,,test
2442,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238496402-319738.JPG,,test
2443,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238496451-244390.JPG,,test
2444,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238496451-244395.JPG,,test
2445,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238496538-22275.JPG,,test
2446,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238496551-244420.JPG,,test
2447,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238496551-244421.JPG,,test
2448,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238496556-244423.JPG,,test
2449,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238496566-244427.JPG,,test
2450,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238496685-170481.JPG,,test
2451,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238496691-244440.JPG,,test
2452,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238496697-319802.JPG,,test
2453,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238496763-22313.JPG,,test
2454,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238496774-96287.JPG,,test
2455,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238496774-96288.JPG,,test
2456,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238496775-170498.JPG,,test
2457,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238496775-170499.JPG,,test
2458,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238496818-22326.JPG,,test
2459,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238496879-96309.JPG,,test
2460,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238496886-244487.JPG,,test
2461,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238496886-244488.JPG,,test
2462,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238496889-96316.JPG,,test
2463,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238496890-170540.JPG,,test
2464,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238496942-319843.JPG,,test
2465,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238496967-319850.JPG,,test
2466,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238496975-170555.JPG,,test
2467,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238496995-170562.JPG,,test
2468,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238497097-319886.JPG,,test
2469,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238497144-96351.JPG,,test
2470,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238497199-96363.JPG,,test
2471,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238497199-96365.JPG,,test
2472,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238497256-244555.JPG,,test
2473,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238497280-170606.JPG,,test
2474,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238497311-244563.JPG,,test
2475,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238497344-96393.JPG,,test
2476,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238497362-319938.JPG,,test
2477,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238497362-319942.JPG,,test
2478,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238497362-319943.JPG,,test
2479,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238497411-244586.JPG,,test
2480,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238497428-22423.JPG,,test
2481,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238497452-319962.JPG,,test
2482,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238497469-96419.JPG,,test
2483,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238497478-22433.JPG,,test
2484,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238497478-22434.JPG,,test
2485,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238497490-170635.JPG,,test
2486,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238497510-170636.JPG,,test
2487,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238497515-170637.JPG,,test
2488,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238497526-244599.JPG,,test
2489,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238497540-170639.JPG,,test
2490,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238497540-170640.JPG,,test
2491,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238497568-22455.JPG,,test
2492,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238497659-96449.JPG,,test
2493,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238497677-320029.JPG,,test
2494,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238497727-320040.JPG,,test
2495,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238497727-320042.JPG,,test
2496,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238497743-22493.JPG,,test
2497,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238497747-320052.JPG,,test
2498,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238497764-96467.JPG,,test
2499,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238497804-96468.JPG,,test
2500,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238497823-22506.JPG,,test
2501,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238497888-22520.JPG,,test
2502,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238497888-22521.JPG,,test
2503,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238497919-96488.JPG,,test
2504,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238497919-96489.JPG,,test
2505,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238497946-244664.JPG,,test
2506,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238497996-244670.JPG,,test
2507,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238498012-320103.JPG,,test
2508,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238498057-320107.JPG,,test
2509,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238498074-96513.JPG,,test
2510,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238498151-244693.JPG,,test
2511,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238498171-244698.JPG,,test
2512,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238498180-170741.JPG,,test
2513,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238498192-320129.JPG,,test
2514,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238498240-170748.JPG,,test
2515,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238498240-170750.JPG,,test
2516,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238498245-170751.JPG,,test
2517,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238498245-170753.JPG,,test
2518,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238498261-244714.JPG,,test
2519,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238498311-244727.JPG,,test
2520,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238498333-22590.JPG,,test
2521,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238498355-170774.JPG,,test
2522,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238498359-96559.JPG,,test
2523,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238498359-96560.JPG,,test
2524,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238498378-22597.JPG,,test
2525,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238498390-170779.JPG,,test
2526,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238498432-320176.JPG,,test
2527,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238498445-170787.JPG,,test
2528,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238498493-22617.JPG,,test
2529,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238498499-96589.JPG,,test
2530,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238498579-96602.JPG,,test
2531,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238498629-96610.JPG,,test
2532,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238498638-22642.JPG,,test
2533,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238498728-22660.JPG,,test
2534,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238498830-170850.JPG,,test
2535,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238498856-244812.JPG,,test
2536,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238498893-22684.JPG,,test
2537,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238499032-320260.JPG,,test
2538,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238499088-22719.JPG,,test
2539,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238499183-22735.JPG,,test
2540,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238499228-22747.JPG,,test
2541,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238499248-22751.JPG,,test
2542,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238499416-244917.JPG,,test
2543,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238499431-244919.JPG,,test
2544,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238499441-244922.JPG,,test
2545,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238499452-320342.JPG,,test
2546,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238499543-22803.JPG,,test
2547,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238499564-96777.JPG,,test
2548,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238499588-22820.JPG,,test
2549,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238499688-22834.JPG,,test
2550,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238499758-22855.JPG,,test
2551,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238499848-22871.JPG,,test
2552,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238499857-320414.JPG,,test
2553,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238499857-320416.JPG,,test
2554,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238499955-171050.JPG,,test
2555,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238499955-171051.JPG,,test
2556,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238500005-171058.JPG,,test
2557,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238500024-96866.JPG,,test
2558,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238500024-96867.JPG,,test
2559,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238500114-96893.JPG,,test
2560,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238500214-96910.JPG,,test
2561,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238500219-96911.JPG,,test
2562,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238500352-320474.JPG,,test
2563,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238500376-245075.JPG,,test
2564,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238500394-96936.JPG,,test
2565,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238500397-320477.JPG,,test
2566,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238500448-22966.JPG,,test
2567,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238500576-245105.JPG,,test
2568,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238500658-22999.JPG,,test
2569,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238500658-23001.JPG,,test
2570,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238500661-245135.JPG,,test
2571,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238500712-320531.JPG,,test
2572,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238500713-23014.JPG,,test
2573,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238500745-171148.JPG,,test
2574,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238500749-97005.JPG,,test
2575,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238500769-97009.JPG,,test
2576,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238500769-97010.JPG,,test
2577,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238500788-23028.JPG,,test
2578,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238500883-23041.JPG,,test
2579,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238500886-245169.JPG,,test
2580,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238500981-245178.JPG,,test
2581,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238501012-320571.JPG,,test
2582,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238501120-171225.JPG,,test
2583,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238501150-171231.JPG,,test
2584,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238501153-23077.JPG,,test
2585,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238501239-97075.JPG,,test
2586,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238501259-97077.JPG,,test
2587,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238501361-245237.JPG,,test
2588,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238501367-320621.JPG,,test
2589,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238501416-245245.JPG,,test
2590,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238501416-245246.JPG,,test
2591,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238501472-320629.JPG,,test
2592,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238501488-23138.JPG,,test
2593,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238501489-97111.JPG,,test
2594,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238501555-171287.JPG,,test
2595,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238501578-23152.JPG,,test
2596,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238501591-245288.JPG,,test
2597,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238501734-97150.JPG,,test
2598,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238501741-245310.JPG,,test
2599,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238501821-245321.JPG,,test
2600,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238501839-97167.JPG,,test
